A,idstudy,label,study,idcoeff,sigma,se,t,viadelta,preferred,byproduct,crosssec,timeser,panel,nobs,midpoint,time_span,cross_units,annual,quart,firmdata,inddata,stadata,coudata,country,idcountry,country_US,country_Eur,country_Eur_noUK,country_UK,develop,ind_primary,ind_second,ind_tertiary,ind_disagg,ind_materials,ind_industrials,ind_consumer,ind_services,database_ASM_CM,database_OECD,database_jorgenson,e_sys_cesfoc,e_sys_2foc,e_cesnonlin,e_ceslinapprox,e_foc_k_r,e_foc_l_w,e_foc_kl_rw,e_foc_k_share,e_foc_l_share,e_foc_kl_share,e_focrev_k_r,e_focrev_l_w,e_focrev_kl_rw,e_focrev_k_share,e_focrev_l_share,e_focrev_kl_share,cerest,cerest2,norm,twolevel,partialsig,UCE,est_dynamic,est_nonlin,est_sur,identif,diff,timefe,unitfe,shortrun_expl,longrun_expl,longrun_unadj,pfoth,pfhum,pflatc,pfcatc,pftfp,pfskill,VES,tcconst,tcother,nocrs,nofullcomp,capacadj,w_nominal,w_direct,l_hours,l_years,l_numwork,l_numwork_fte,l_force,r_ucc,r_ucctax,r_quasi,r_other,r_nom,r_gross,k_it,k_equip,k_struct,k_resincl,k_services,k_perpet,k_index,y_index,y_other,qualadjust,selfempl,grosssigma,top,pubyear,impact,citations
1697,58,Fitchett1976,Fitchett (1976),1,1.23,0.12082514734774066,10.18,0,0.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1698,58,Fitchett1976,Fitchett (1976),2,1.4,0.29850746268656714,4.69,0,0.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1699,58,Fitchett1976,Fitchett (1976),3,0.54,0.4122137404580153,1.31,0,-1.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1700,58,Fitchett1976,Fitchett (1976),4,2.14,0.4734513274336284,4.52,0,0.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1701,58,Fitchett1976,Fitchett (1976),5,1.62,0.20584498094027956,7.87,0,0.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1702,58,Fitchett1976,Fitchett (1976),6,0.87,0.18669527896995708,4.66,0,0.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1703,58,Fitchett1976,Fitchett (1976),7,1.88,0.28441754916792733,6.61,0,0.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1704,58,Fitchett1976,Fitchett (1976),8,0.87,0.3717948717948718,2.34,0,-1.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1705,58,Fitchett1976,Fitchett (1976),9,1.06,0.3925925925925926,2.7,0,-1.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1706,58,Fitchett1976,Fitchett (1976),10,0.65,0.25096525096525096,2.59,0,-1.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1707,58,Fitchett1976,Fitchett (1976),11,0.86,0.2042755344418052,4.21,0,0.0,0.5,0,1,0,10.0,1965.5,10,1,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1708,58,Fitchett1976,Fitchett (1976),12,1.11,0.31005586592178774,3.58,0,0.0,0.5,1,0,0,42.0,1970.0,1,42,1,0,0,1,0,0,Panama,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1976,0.181,0.11627906976744186
1709,136,Krusell2000new,Krusell (2000),1,1.67,0.6521720953954979,,1,0.0,1.0,0,1,0,30.0,1977.5,30,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.0,0,1,1,2000,1.957,78.72727272727273
1710,136,Krusell2000new,Krusell (2000),2,0.67,0.021476269840382096,,1,0.0,1.0,0,1,0,30.0,1977.5,30,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.0,0,1,1,2000,1.957,78.72727272727273
1711,93,McAdam2004,McAdam and Willman (2004),1,4.868,7.7508061312431895,,1,-1.0,0.5,0,1,0,32.0,1986.5,8,1,0,1,0,0,0,1,Germany,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,1,0,2004,0.087,0.8
1712,93,McAdam2004,McAdam and Willman (2004),2,68.95,299.6432818073739,,1,-1.0,0.5,0,1,0,36.0,1995.0,9,1,0,1,0,0,0,1,Germany,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,1,0,2004,0.087,0.8
1713,93,McAdam2004,McAdam and Willman (2004),3,0.6976,0.1962118031472967,,1,0.0,0.5,0,1,0,32.0,1986.5,8,1,0,1,0,0,0,1,Germany,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,1,0,2004,0.087,0.8
1714,93,McAdam2004,McAdam and Willman (2004),4,1.1375,0.13353746795440435,,1,0.0,0.5,0,1,0,36.0,1995.0,9,1,0,1,0,0,0,1,Germany,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,1,0,2004,0.087,0.8
1715,93,McAdam2004,McAdam and Willman (2004),5,0.68,0.17577776076507137,,1,0.0,0.5,0,1,0,32.0,1986.5,8,1,0,1,0,0,0,1,Germany,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,1,0,2004,0.087,0.8
1716,93,McAdam2004,McAdam and Willman (2004),6,1.1923,0.16633076145696593,,1,0.0,0.5,0,1,0,36.0,1995.0,9,1,0,1,0,0,0,1,Germany,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,1,0,2004,0.087,0.8
1717,106,Nadiri1968,Nadiri (1968),1,0.1952,0.05490519781714894,,1,0.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1718,106,Nadiri1968,Nadiri (1968),2,0.1905,0.22294437762031755,,1,0.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1719,106,Nadiri1968,Nadiri (1968),3,0.1554,0.023917270895481183,,1,0.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1720,106,Nadiri1968,Nadiri (1968),4,0.1448,0.034899369712319994,,1,0.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1721,106,Nadiri1968,Nadiri (1968),5,0.1611510987885327,0.04946070094409811,,1,-1.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1722,106,Nadiri1968,Nadiri (1968),6,0.14217166991900346,0.04250021329009876,,1,-1.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1723,106,Nadiri1968,Nadiri (1968),7,0.13477092534454319,0.0371697194212555,,1,-1.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1724,106,Nadiri1968,Nadiri (1968),8,0.1151829855005143,0.04188932053971808,,1,-1.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1725,106,Nadiri1968,Nadiri (1968),9,0.1808133187772926,0.038529250113272205,,1,-1.0,0.5,0,1,0,52.0,1954.0,13,1,0,1,0,1,0,0,US,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1,1968,2.952,1.0588235294117647
1726,5,Antras2004,Antras (2004),1,0.924,0.027,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1727,5,Antras2004,Antras (2004),2,0.922,0.027,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1728,5,Antras2004,Antras (2004),3,0.924,0.027,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1729,5,Antras2004,Antras (2004),4,0.962,0.028,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1730,5,Antras2004,Antras (2004),5,0.961,0.028,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1731,5,Antras2004,Antras (2004),6,0.961,0.028,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1732,5,Antras2004,Antras (2004),7,0.929,0.022,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1733,5,Antras2004,Antras (2004),8,0.927,0.022,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1734,5,Antras2004,Antras (2004),9,0.929,0.022,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1735,5,Antras2004,Antras (2004),10,0.954,0.022,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1736,5,Antras2004,Antras (2004),11,0.952,0.023,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1737,5,Antras2004,Antras (2004),12,0.954,0.022,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,2004,0.459,31.066666666666666
1738,5,Antras2004,Antras (2004),13,1.0,0.025,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
1739,5,Antras2004,Antras (2004),14,0.999,0.025,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
1740,5,Antras2004,Antras (2004),15,1.0,0.025,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
1741,5,Antras2004,Antras (2004),16,1.03,0.026,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
1742,5,Antras2004,Antras (2004),17,1.03,0.026,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
1743,5,Antras2004,Antras (2004),18,1.03,0.026,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
1744,5,Antras2004,Antras (2004),19,1.005,0.02,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
1745,5,Antras2004,Antras (2004),20,1.004,0.02,,0,-1.0,0.0,0,1,0,51.0,1973.0,51,1,1,0,0,0,0,1,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,2004,0.459,31.066666666666666
